State,Year,Quarter,District,Transaction_count,Transaction_amount
Karnataka,2023,3,Tumakuru,60019989,90948228317.0
Karnataka,2023,3,Yadgir,14056142,23956658873.0
Karnataka,2023,3,Bengaluru Urban,1298080873,1442850468373.0
Karnataka,2023,3,Chikkaballapura,31949117,55392276046.0
Karnataka,2023,3,Davanagere,37648252,52977786486.99999
Karnataka,2023,3,Bagalkote,29952127,41201863716.0
Karnataka,2023,3,Vijayapura,39315084,57266604438.0
Karnataka,2023,3,Koppal,24271143,33966807456.0
Karnataka,2023,3,Bidar,37188099,53231271932.00001
Karnataka,2023,3,Bengaluru Rural,72362144,95459150421.0
Karnataka,2023,3,Raichur,33499823,52868092812.0
Karnataka,2023,3,Chamarajanagara,11148732,18366605983.0
Karnataka,2023,3,Dakshina Kannada,33502068,43884089776.0
Karnataka,2023,3,Hassan,38488929,61791653367.0
Karnataka,2023,3,Dharwad,57069013,65808872010.0
Karnataka,2023,3,Shivamogga,35965629,50024310022.0
Karnataka,2023,3,Udupi,16303431,21353765360.0
Karnataka,2023,3,Gadag,14782870,19486434679.0
Karnataka,2023,4,Mysuru,98475888,137617765715.0
Karnataka,2023,4,Chitradurga,30779318,47617459223.0
Karnataka,2023,4,Kalaburagi,58794838,84416856783.0
Karnataka,2023,4,Ramanagara,41988532,58793433805.0
Karnataka,2023,4,Mandya,39779545,67495598892.00001
Karnataka,2023,4,Kodagu,10010149,15228674574.0
Karnataka,2023,4,Chikkamagaluru,23911168,36256471892.0
Karnataka,2023,4,Haveri,21904275,31245935687.0
Karnataka,2023,4,Ballari,70296908,97565267440.0
Karnataka,2023,4,Belagavi,83265692,113156722990.99998
Karnataka,2023,4,Kolar,52256686,79798746897.0
Karnataka,2023,4,Uttara Kannada,20785621,28413998345.999996
Karnataka,2023,4,Tumakuru,66902256,99519475458.0
Karnataka,2023,4,Yadgir,16526956,27679673998.0
Karnataka,2023,4,Bengaluru Urban,1345789742,1497515119439.0
Karnataka,2023,4,Chikkaballapura,35598363,60575294876.0
Karnataka,2023,4,Davanagere,42843956,60282959128.0
Karnataka,2023,4,Bagalkote,34797754,47804781287.00001
Karnataka,2023,4,Vijayapura,45289520,65075047157.0
Karnataka,2023,4,Koppal,27610806,39623764233.0
Karnataka,2023,4,Bidar,41753306,61452269618.0
Karnataka,2023,4,Bengaluru Rural,79952595,104306321317.0
Karnataka,2023,4,Raichur,38465109,59116501841.0
Karnataka,2023,4,Chamarajanagara,12862131,20989319197.0
Karnataka,2023,4,Dakshina Kannada,38034728,49713577409.0
Karnataka,2023,4,Hassan,44399600,71013645558.0
Karnataka,2023,4,Dharwad,64108115,74835427721.0
Karnataka,2023,4,Shivamogga,40949022,56570670114.0
Karnataka,2023,4,Udupi,19532729,25419703369.0
Karnataka,2023,4,Gadag,16768856,22275940418.000004
Karnataka,2024,1,Mysuru,106124394,147716500320.0
Karnataka,2024,1,Chitradurga,35570361,54066827414.0
Karnataka,2024,1,Kalaburagi,67949265,97965669957.99998
Karnataka,2024,1,Ramanagara,47285588,64526745965.0
Karnataka,2024,1,Mandya,45060994,76160681841.0
Karnataka,2024,1,Kodagu,10709210,17423403287.0
Karnataka,2024,1,Chikkamagaluru,26503527,40678326530.0
Karnataka,2024,1,Haveri,26295477,36754914972.0
Karnataka,2024,1,Ballari,81057747,109308212871.99998
Karnataka,2024,1,Belagavi,96862530,129136538352.00002
Karnataka,2024,1,Kolar,59417479,88279879409.0
Karnataka,2024,1,Uttara Kannada,23663409,31788200632.0
Karnataka,2024,1,Tumakuru,75588141,110489979979.00002
Karnataka,2024,1,Yadgir,19704994,33325161591.0
Karnataka,2024,1,Bengaluru Urban,1410557938,1530943099565.0
Karnataka,2024,1,Chikkaballapura,40270354,66191532714.0
Karnataka,2024,1,Davanagere,48759381,68041291732.0
Karnataka,2024,1,Bagalkote,41843652,55553074744.0
Karnataka,2024,1,Vijayapura,53765660,75738515223.0
Karnataka,2024,1,Koppal,32199087,44783026017.0
Karnataka,2024,1,Bidar,47524947,68455770737.0
Karnataka,2024,1,Bengaluru Rural,89513697,113432150583.0
Karnataka,2024,1,Raichur,45219984,69138757321.0
Karnataka,2024,1,Chamarajanagara,15020807,24086923007.0
Karnataka,2024,1,Dakshina Kannada,40081239,52051571037.00001
Karnataka,2024,1,Hassan,50532430,80971645794.0
Karnataka,2024,1,Dharwad,72657648,81776254598.0
Karnataka,2024,1,Shivamogga,46318279,64280510132.0
Karnataka,2024,1,Udupi,20620916,27105021030.0
Karnataka,2024,1,Gadag,19760020,25078467150.0
Kerala,2018,1,Thiruvananthapuram,172079,275202215.5887567
Kerala,2018,1,Kasaragod,37597,46522871.82306546
Kerala,2018,1,Malappuram,239508,256416524.0373311
Kerala,2018,1,Pathanamthitta,35435,44871379.63442598
Kerala,2018,1,Wayanad,32702,42622425.25359704
Kerala,2018,1,Alappuzha,74941,95014765.5124121
Kerala,2018,1,Kozhikode,206971,264216575.6141083
Kerala,2018,1,Kollam,76713,93495184.48584011
Kerala,2018,1,Thrissur,148871,200502461.3218803
Kerala,2018,1,Palakkad,119324,155278345.5406727
Kerala,2018,1,Kannur,92260,112128543.0761299
Kerala,2018,1,Kottayam,102446,132788590.2125131
Kerala,2018,1,Ernakulam,390006,630357709.4293847
Kerala,2018,1,Idukki,42527,53257161.57039655
Kerala,2018,2,Thiruvananthapuram,241695,447463532.2875792
Kerala,2018,2,Kasaragod,50723,79264188.98089561
Kerala,2018,2,Malappuram,268993,394434596.38289905
Kerala,2018,2,Pathanamthitta,50523,75627575.41254863
Kerala,2018,2,Wayanad,43621,75694975.62729506
Kerala,2018,2,Alappuzha,101141,157158524.65667993
Kerala,2018,2,Kozhikode,262368,432276266.4294082
Kerala,2018,2,Kollam,107011,158093455.3837409
Kerala,2018,2,Thrissur,194698,323326151.5548469
Kerala,2018,2,Palakkad,148865,247495543.94612932
Kerala,2018,2,Kannur,123543,190249058.5368228
Kerala,2018,2,Kottayam,132766,219583423.42327893
Kerala,2018,2,Ernakulam,521535,992297917.661976
Kerala,2018,2,Idukki,60683,93958133.15853149
Kerala,2018,3,Thiruvananthapuram,341861,663088952.7638565
Kerala,2018,3,Kasaragod,69573,121876096.15716681
Kerala,2018,3,Malappuram,323771,521343702.7156196
Kerala,2018,3,Pathanamthitta,66341,108400526.62835029
Kerala,2018,3,Wayanad,52579,96212039.37300894
Kerala,2018,3,Alappuzha,129138,208917711.7163746
Kerala,2018,3,Kozhikode,374581,602562108.7285004
Kerala,2018,3,Kollam,154891,237302294.1078105
Kerala,2018,3,Thrissur,265041,447258554.1520718
Kerala,2018,3,Palakkad,201468,329702201.4545288
Kerala,2018,3,Kannur,161613,256107072.92292744
Kerala,2018,3,Kottayam,185591,294011177.44973373
Kerala,2018,3,Ernakulam,731827,1317858232.2431169
Kerala,2018,3,Idukki,76073,118384553.46241821
Kerala,2018,4,Thiruvananthapuram,475377,937541020.9487805
Kerala,2018,4,Kasaragod,99369,178991682.4763731
Kerala,2018,4,Malappuram,445963,712275700.1685901
Kerala,2018,4,Pathanamthitta,99883,188812344.160176
Kerala,2018,4,Wayanad,82834,162973755.8726172
Kerala,2018,4,Alappuzha,180730,307021229.6677927
Kerala,2018,4,Kozhikode,492826,852029000.8762002
Kerala,2018,4,Kollam,201274,339663300.0761878
Kerala,2018,4,Thrissur,369941,669618693.0635449
Kerala,2018,4,Palakkad,278099,493228367.31802803
Kerala,2018,4,Kannur,221021,387384391.7983955
Kerala,2018,4,Kottayam,244161,436012749.526681
Kerala,2018,4,Ernakulam,1012043,1886966258.0311782
Kerala,2018,4,Idukki,107133,194842742.8278149
Kerala,2019,1,Thiruvananthapuram,736407,1242525637.5853531
Kerala,2019,1,Kasaragod,139502,225830406.4548484
Kerala,2019,1,Malappuram,695313,892807636.0664957
Kerala,2019,1,Pathanamthitta,123465,215762682.84896177
Kerala,2019,1,Wayanad,109869,207649993.70552912
Kerala,2019,1,Alappuzha,252186,388624847.9884774
Kerala,2019,1,Kozhikode,705959,1018056389.046397
Kerala,2019,1,Kollam,267030,424402104.36782134
Kerala,2019,1,Thrissur,583045,940781808.7837639
Kerala,2019,1,Palakkad,390957,618358114.4295684
Kerala,2019,1,Kannur,309217,493947068.763232
Kerala,2019,1,Kottayam,348566,558480707.3401135
Kerala,2019,1,Ernakulam,1657527,2766048426.726511
Kerala,2019,1,Idukki,149996,241755310.742571
Kerala,2019,2,Thiruvananthapuram,897152,1608596589.6813781
Kerala,2019,2,Kasaragod,132477,245117661.38155958
Kerala,2019,2,Malappuram,575048,950964374.0589198
Kerala,2019,2,Pathanamthitta,121246,231047652.4079249
Kerala,2019,2,Wayanad,117101,246051815.2222817
Kerala,2019,2,Alappuzha,282582,473109181.59596735
Kerala,2019,2,Kozhikode,540752,968227341.5065465
Kerala,2019,2,Kollam,285888,508491310.8754553
Kerala,2019,2,Thrissur,768852,1369632612.653658
Kerala,2019,2,Palakkad,358416,674063610.1443212
Kerala,2019,2,Kannur,350753,624420173.4544072
Kerala,2019,2,Kottayam,373169,682101020.9961852
Kerala,2019,2,Ernakulam,2327469,4150046405.2335324
Kerala,2019,2,Idukki,152921,299501811.9734186
Kerala,2019,3,Thiruvananthapuram,1210326,2114421209.945346
Kerala,2019,3,Kasaragod,181343,308649475.8795088
Kerala,2019,3,Malappuram,669092,1122314397.733013
Kerala,2019,3,Pathanamthitta,171939,288808708.79041815
Kerala,2019,3,Wayanad,176001,316938080.32937783
Kerala,2019,3,Alappuzha,412404,649647317.8447716
Kerala,2019,3,Kozhikode,791143,1229904356.4614892
Kerala,2019,3,Kollam,434861,713019785.4366324
Kerala,2019,3,Thrissur,913742,1653044268.950473
Kerala,2019,3,Palakkad,468478,831397770.4387538
Kerala,2019,3,Kannur,467512,801246829.2133517
Kerala,2019,3,Kottayam,455029,868646787.5281066
Kerala,2019,3,Ernakulam,2730518,5157574846.841607
Kerala,2019,3,Idukki,203708,374195886.6716196
Kerala,2019,4,Thiruvananthapuram,1653618,2665386104.807865
Kerala,2019,4,Kasaragod,241911,416731460.5097851
Kerala,2019,4,Malappuram,888327,1440292240.034595
Kerala,2019,4,Pathanamthitta,242926,415571876.488405
Kerala,2019,4,Wayanad,238665,420741703.5266599
Kerala,2019,4,Alappuzha,581762,859960789.4064288
Kerala,2019,4,Kozhikode,1048192,1646744139.547135
Kerala,2019,4,Kollam,625681,942036912.2773268
Kerala,2019,4,Thrissur,1136317,2093913336.262066
Kerala,2019,4,Palakkad,607193,1069460193.0190679
Kerala,2019,4,Kannur,616688,1017939385.590722
Kerala,2019,4,Kottayam,621352,1132028895.1782432
Kerala,2019,4,Ernakulam,3714876,6519567750.700622
Kerala,2019,4,Idukki,281129,510951850.4557996
Kerala,2020,1,Thiruvananthapuram,1957687,3050411160.5453634
Kerala,2020,1,Kasaragod,301169,507073803.3718973
Kerala,2020,1,Malappuram,1032834,1707013551.156943
Kerala,2020,1,Pathanamthitta,271212,438745625.6228532
Kerala,2020,1,Wayanad,289132,493187938.74526614
Kerala,2020,1,Alappuzha,655979,939182379.108365
Kerala,2020,1,Kozhikode,1568774,2563142658.862935
Kerala,2020,1,Kollam,773621,1132631398.208338
Kerala,2020,1,Thrissur,1370029,2546348594.755377
Kerala,2020,1,Palakkad,715756,1196433777.422469
Kerala,2020,1,Kannur,703334,1073577708.942707
Kerala,2020,1,Kottayam,752571,1330711260.7580512
Kerala,2020,1,Ernakulam,5025201,8938376106.912516
Kerala,2020,1,Idukki,316223,534248866.5212162
Kerala,2020,2,Thiruvananthapuram,1742767,2599631080.622644
Kerala,2020,2,Kasaragod,446953,591069175.8807278
Kerala,2020,2,Malappuram,1257378,1803201659.970934
Kerala,2020,2,Pathanamthitta,341421,451078696.1925205
Kerala,2020,2,Wayanad,382374,519782233.37017375
Kerala,2020,2,Alappuzha,755556,942056560.3210676
Kerala,2020,2,Kozhikode,1566564,2243504596.608429
Kerala,2020,2,Kollam,893973,1193885128.3700101
Kerala,2020,2,Thrissur,1351787,2341058567.044311
Kerala,2020,2,Palakkad,893115,1291966407.546324
Kerala,2020,2,Kannur,998243,1189750957.315987
Kerala,2020,2,Kottayam,761782,1204970922.405395
Kerala,2020,2,Ernakulam,4530511,9056027224.418602
Kerala,2020,2,Idukki,365543,466095268.53298694
Kerala,2020,3,Thiruvananthapuram,2081035,3493171877.831766
Kerala,2020,3,Kasaragod,596614,1166012173.697486
Kerala,2020,3,Malappuram,1898768,3664780939.093948
Kerala,2020,3,Pathanamthitta,489737,845216797.9095387
Kerala,2020,3,Wayanad,513419,887306330.3024907
Kerala,2020,3,Alappuzha,1034921,1556781058.151226
Kerala,2020,3,Kozhikode,2170142,3948266707.5358224
Kerala,2020,3,Kollam,1338722,2289595646.9909644
Kerala,2020,3,Thrissur,1849073,3785405397.4936147
Kerala,2020,3,Palakkad,1116331,2004283358.564612
Kerala,2020,3,Kannur,1278504,2162452906.343422
Kerala,2020,3,Kottayam,1001447,1888052939.600312
Kerala,2020,3,Ernakulam,5931363,11683184896.52333
Kerala,2020,3,Idukki,458604,789639621.9157053
Kerala,2020,4,Thiruvananthapuram,3376010,5574649734.488936
Kerala,2020,4,Kasaragod,890448,1587677250.122615
Kerala,2020,4,Malappuram,2988328,5198015036.320328
Kerala,2020,4,Pathanamthitta,749642,1316217608.809388
Kerala,2020,4,Wayanad,901483,1531199014.304572
Kerala,2020,4,Alappuzha,1562242,2495781952.453473
Kerala,2020,4,Kozhikode,3436777,5728144598.801697
Kerala,2020,4,Kollam,1917078,3346551214.334014
Kerala,2020,4,Thrissur,2628494,5026840469.302741
Kerala,2020,4,Palakkad,1675633,3102276857.543116
Kerala,2020,4,Kannur,1966681,3368866047.27071
Kerala,2020,4,Kottayam,1486474,2688432124.592808
Kerala,2020,4,Ernakulam,8950159,14375193240.807169
Kerala,2020,4,Idukki,758738,1415411497.8597488
Kerala,2021,1,Thiruvananthapuram,3878020,6358411606.613165
Kerala,2021,1,Kasaragod,916836,1740402213.782773
Kerala,2021,1,Malappuram,4147591,6618671647.034931
Kerala,2021,1,Pathanamthitta,860555,1542488748.521961
Kerala,2021,1,Wayanad,991978,1807265259.096957
Kerala,2021,1,Alappuzha,1681817,2825682876.840207
Kerala,2021,1,Kozhikode,4287518,6990433691.332143
Kerala,2021,1,Kollam,2127176,3821625432.235867
Kerala,2021,1,Thrissur,3475629,6417811869.89982
Kerala,2021,1,Palakkad,1892633,3654239469.7430363
Kerala,2021,1,Kannur,2044936,3708267084.541333
Kerala,2021,1,Kottayam,1808155,3236942550.7439036
Kerala,2021,1,Ernakulam,13390058,18947291978.11158
Kerala,2021,1,Idukki,813440,1591435733.3970459
Kerala,2021,2,Thiruvananthapuram,4154572,6743334746.137384
Kerala,2021,2,Kasaragod,1144742,2009156405.22884
Kerala,2021,2,Malappuram,4693842,7117221910.053398
Kerala,2021,2,Pathanamthitta,1063832,1781057248.381074
Kerala,2021,2,Wayanad,1156091,1909814954.3066149
Kerala,2021,2,Alappuzha,1921008,3048000026.80006
Kerala,2021,2,Kozhikode,4726028,7499008472.4893875
Kerala,2021,2,Kollam,2534369,4330614971.237994
Kerala,2021,2,Thrissur,3881737,6752401585.982384
Kerala,2021,2,Palakkad,2232317,3954891660.837982
Kerala,2021,2,Kannur,2477621,4226966852.665755
Kerala,2021,2,Kottayam,2131122,3543155910.921658
Kerala,2021,2,Ernakulam,14177054,19704497753.31996
Kerala,2021,2,Idukki,896698,1606683937.794041
Kerala,2021,3,Thiruvananthapuram,5427449,9208113081.714624
Kerala,2021,3,Kasaragod,1491783,2655059896.771513
Kerala,2021,3,Malappuram,6691321,10228243297.037321
Kerala,2021,3,Pathanamthitta,1284731,2343169622.665164
Kerala,2021,3,Wayanad,1598807,2703543869.06237
Kerala,2021,3,Alappuzha,2505822,4227398745.144793
Kerala,2021,3,Kozhikode,6483184,10352351671.46716
Kerala,2021,3,Kollam,3321904,6085539500.552663
Kerala,2021,3,Thrissur,5059971,9074305921.546797
Kerala,2021,3,Palakkad,2841134,5273353074.481866
Kerala,2021,3,Kannur,3200023,5705948607.4528055
Kerala,2021,3,Kottayam,2719376,4787914328.519009
Kerala,2021,3,Ernakulam,19207421,26757448740.357033
Kerala,2021,3,Idukki,1195340,2283771416.356572
Kerala,2021,4,Thiruvananthapuram,6802679,10882144450.41156
Kerala,2021,4,Kasaragod,1952678,3359697890.1197677
Kerala,2021,4,Malappuram,8689226,12215744694.72128
Kerala,2021,4,Pathanamthitta,1682712,2933380203.684479
Kerala,2021,4,Wayanad,2239644,3471143216.212027
Kerala,2021,4,Alappuzha,3177335,5086522403.521093
Kerala,2021,4,Kozhikode,8306264,12437421004.46685
Kerala,2021,4,Kollam,4107417,7277474405.384279
Kerala,2021,4,Thrissur,6471411,10748756930.39449
Kerala,2021,4,Palakkad,3813936,6473706354.941971
Kerala,2021,4,Kannur,4171542,6945109953.226887
Kerala,2021,4,Kottayam,3504049,5843770525.961052
Kerala,2021,4,Ernakulam,25306923,32778937436.490685
Kerala,2021,4,Idukki,1597925,2888327473.827167
Kerala,2022,1,Thiruvananthapuram,7747326,12106537679.27835
Kerala,2022,1,Kasaragod,2282517,3923072928.300429
Kerala,2022,1,Malappuram,10270093,13968886082.9426
Kerala,2022,1,Pathanamthitta,1963871,3361963455.238708
Kerala,2022,1,Wayanad,2620413,4017486262.8773155
Kerala,2022,1,Alappuzha,3687088,5795828219.423043
Kerala,2022,1,Kozhikode,9526680,13732159882.74073
Kerala,2022,1,Kollam,4851496,8628660586.960697
Kerala,2022,1,Thrissur,7612460,12265599938.76852
Kerala,2022,1,Palakkad,4504996,7445457072.739984
Kerala,2022,1,Kannur,4837076,7882293599.26064
Kerala,2022,1,Kottayam,4029330,6642441538.163086
Kerala,2022,1,Ernakulam,29451475,36915318572.07093
Kerala,2022,1,Idukki,1896144,3303236645.929193
Kerala,2022,2,Thiruvananthapuram,8942858,13552082447.36555
Kerala,2022,2,Kasaragod,2578012,4383382390.002623
Kerala,2022,2,Malappuram,11218062,15235042406.96366
Kerala,2022,2,Pathanamthitta,2074509,3519862948.5512257
Kerala,2022,2,Wayanad,2984234,4493999118.462679
Kerala,2022,2,Alappuzha,4151240,6503782725.4786625
Kerala,2022,2,Kozhikode,10478852,15005755668.418482
Kerala,2022,2,Kollam,5799455,10109273068.997639
Kerala,2022,2,Thrissur,8767715,13850991972.68572
Kerala,2022,2,Palakkad,4998295,8233196635.528811
Kerala,2022,2,Kannur,5415196,8864093942.922422
Kerala,2022,2,Kottayam,4440370,7095672952.24407
Kerala,2022,2,Ernakulam,32257485,40076176147.54244
Kerala,2022,2,Idukki,2259039,3773017123.960714
Kerala,2022,3,Thiruvananthapuram,11886964,16637313650.76266
Kerala,2022,3,Kasaragod,2816269,4420477438.966047
Kerala,2022,3,Malappuram,11727280,15435401577.94378
Kerala,2022,3,Pathanamthitta,2373258,3615273641.3223243
Kerala,2022,3,Wayanad,3269014,4610462828.361015
Kerala,2022,3,Alappuzha,5705022,7973274496.748119
Kerala,2022,3,Kozhikode,10298519,13830874892.02669
Kerala,2022,3,Kollam,7100622,10992059341.72055
Kerala,2022,3,Thrissur,9037575,12908229884.95026
Kerala,2022,3,Palakkad,6174837,9220755480.574833
Kerala,2022,3,Kannur,5631041,8674487770.197609
Kerala,2022,3,Kottayam,5918541,8495120284.447548
Kerala,2022,3,Ernakulam,35009862,41683362156.463394
Kerala,2022,3,Idukki,2414100,3763325870.9447894
Kerala,2022,4,Thiruvananthapuram,12176949,16386992625.195723
Kerala,2022,4,Kasaragod,3262433,4974165652.6142645
Kerala,2022,4,Malappuram,12667960,16133583076.64355
Kerala,2022,4,Pathanamthitta,2676852,4082745437.86173
Kerala,2022,4,Wayanad,3654113,5018793988.96143
Kerala,2022,4,Alappuzha,6094707,8414450111.973736
Kerala,2022,4,Kozhikode,11205522,14187898844.87042
Kerala,2022,4,Kollam,7022669,10513248742.581388
Kerala,2022,4,Thrissur,12802574,16539944197.055
Kerala,2022,4,Palakkad,6558445,9566627508.647114
Kerala,2022,4,Kannur,6407573,9291348716.042475
Kerala,2022,4,Kottayam,6551967,9198738854.99241
Kerala,2022,4,Ernakulam,39069167,44933855503.73201
Kerala,2022,4,Idukki,2809537,4317415338.538482
Kerala,2023,1,Thiruvananthapuram,15777495,20405950025.0
Kerala,2023,1,Kasaragod,5032924,7561422786.0
Kerala,2023,1,Malappuram,15994699,19984929247.0
Kerala,2023,1,Pathanamthitta,3359879,5061220260.0
Kerala,2023,1,Wayanad,5237998,7147747721.0
Kerala,2023,1,Alappuzha,7029352,9925279750.0
Kerala,2023,1,Kozhikode,17609474,21740839808.0
Kerala,2023,1,Kollam,8766861,12995036174.0
Kerala,2023,1,Thrissur,9811793,13503012488.000002
Kerala,2023,1,Palakkad,8521427,12458676099.999998
Kerala,2023,1,Kannur,10009053,14112565339.0
Kerala,2023,1,Kottayam,6448095,9176107601.0
Kerala,2023,1,Ernakulam,30034347,33704884058.000004
Kerala,2023,1,Idukki,3988168,5859418320.0
Kerala,2023,2,Thiruvananthapuram,16834507,21968674795.0
Kerala,2023,2,Kasaragod,5421249,8103400236.000001
Kerala,2023,2,Malappuram,16442153,20942444241.000004
Kerala,2023,2,Pathanamthitta,3555022,5219658676.0
Kerala,2023,2,Wayanad,5751930,8091617292.0
Kerala,2023,2,Alappuzha,7694391,10929530290.0
Kerala,2023,2,Kozhikode,18231277,23125966041.0
Kerala,2023,2,Kollam,9464997,13897112666.0
Kerala,2023,2,Thrissur,10462551,14454609093.0
Kerala,2023,2,Palakkad,8994974,13287372163.0
Kerala,2023,2,Kannur,10783259,15253685629.0
Kerala,2023,2,Kottayam,6878572,9740957685.0
Kerala,2023,2,Ernakulam,31266275,36160448548.0
Kerala,2023,2,Idukki,4389460,6621193630.000001
Kerala,2023,3,Thiruvananthapuram,18643081,23843948938.0
Kerala,2023,3,Kasaragod,5899641,8338421422.0
Kerala,2023,3,Malappuram,18229082,22374245863.0
Kerala,2023,3,Pathanamthitta,3966432,5615288690.0
Kerala,2023,3,Wayanad,6008357,8061560520.0
Kerala,2023,3,Alappuzha,8349948,11603306093.0
Kerala,2023,3,Kozhikode,19394854,23944480834.0
Kerala,2023,3,Kollam,10425657,15287453319.000002
Kerala,2023,3,Thrissur,11419815,15378229549.0
Kerala,2023,3,Palakkad,9656725,13856311160.000002
Kerala,2023,3,Kannur,11874120,16097825667.999998
Kerala,2023,3,Kottayam,7598688,10327573152.0
Kerala,2023,3,Ernakulam,34558327,38869325990.0
Kerala,2023,3,Idukki,4633924,6734642131.0
Kerala,2023,4,Thiruvananthapuram,19316004,23933572611.000004
Kerala,2023,4,Kasaragod,6350992,8648838865.0
