State,Year,Quarter,District,Registered_users
Manipur,2018,1,Kangpokpi,1439
Manipur,2018,1,Kakching,915
Manipur,2018,1,Ukhrul,602
Manipur,2018,1,Tamenglong,550
Manipur,2018,1,Jiribam,460
Manipur,2018,2,Imphal West,16541
Manipur,2018,2,Imphal East,10390
Manipur,2018,2,Thoubal,4771
Manipur,2018,2,Bishnupur,3751
Manipur,2018,2,Churachandpur,2362
Manipur,2018,2,Kangpokpi,2183
Manipur,2018,2,Kakching,1571
Manipur,2018,2,Ukhrul,905
Manipur,2018,2,Tamenglong,824
Manipur,2018,2,Jiribam,732
Manipur,2018,3,Imphal West,21696
Manipur,2018,3,Imphal East,13541
Manipur,2018,3,Thoubal,6112
Manipur,2018,3,Bishnupur,5106
Manipur,2018,3,Churachandpur,3420
Manipur,2018,3,Kangpokpi,3073
Manipur,2018,3,Kakching,2326
Manipur,2018,3,Ukhrul,1346
Manipur,2018,3,Tamenglong,1268
Manipur,2018,3,Jiribam,1086
Manipur,2018,4,Imphal West,28383
Manipur,2018,4,Imphal East,17777
Manipur,2018,4,Thoubal,8027
Manipur,2018,4,Bishnupur,7049
Manipur,2018,4,Churachandpur,4951
Manipur,2018,4,Kangpokpi,4249
Manipur,2018,4,Kakching,3153
Manipur,2018,4,Ukhrul,1842
Manipur,2018,4,Tamenglong,1712
Manipur,2018,4,Jiribam,1393
Manipur,2019,1,Imphal West,33668
Manipur,2019,1,Imphal East,21136
Manipur,2019,1,Thoubal,9529
Manipur,2019,1,Bishnupur,8537
Manipur,2019,1,Churachandpur,6138
Manipur,2019,1,Kangpokpi,5212
Manipur,2019,1,Kakching,3850
Manipur,2019,1,Ukhrul,2368
Manipur,2019,1,Tamenglong,2148
Manipur,2019,1,Jiribam,1759
Manipur,2019,2,Imphal West,39303
Manipur,2019,2,Imphal East,24652
Manipur,2019,2,Thoubal,10915
Manipur,2019,2,Bishnupur,10014
Manipur,2019,2,Churachandpur,7662
Manipur,2019,2,Kangpokpi,6407
Manipur,2019,2,Kakching,4599
Manipur,2019,2,Ukhrul,2981
Manipur,2019,2,Tamenglong,2628
Manipur,2019,2,Chandel,2175
Manipur,2019,3,Imphal West,45268
Manipur,2019,3,Imphal East,28331
Manipur,2019,3,Thoubal,12427
Manipur,2019,3,Bishnupur,11647
Manipur,2019,3,Churachandpur,9071
Manipur,2019,3,Kangpokpi,7621
Manipur,2019,3,Kakching,5355
Manipur,2019,3,Ukhrul,3488
Manipur,2019,3,Tamenglong,3085
Manipur,2019,3,Chandel,2581
Manipur,2019,4,Imphal West,51063
Manipur,2019,4,Imphal East,31935
Manipur,2019,4,Thoubal,14194
Manipur,2019,4,Bishnupur,13387
Manipur,2019,4,Churachandpur,10431
Manipur,2019,4,Kangpokpi,8850
Manipur,2019,4,Kakching,6126
Manipur,2019,4,Ukhrul,4091
Manipur,2019,4,Tamenglong,3651
Manipur,2019,4,Chandel,3029
Manipur,2020,1,Imphal West,57485
Manipur,2020,1,Imphal East,36105
Manipur,2020,1,Thoubal,16244
Manipur,2020,1,Bishnupur,15333
Manipur,2020,1,Churachandpur,12420
Manipur,2020,1,Kangpokpi,10241
Manipur,2020,1,Kakching,7075
Manipur,2020,1,Ukhrul,4892
Manipur,2020,1,Tamenglong,4169
Manipur,2020,1,Chandel,3471
Manipur,2020,2,Imphal West,67897
Manipur,2020,2,Imphal East,43144
Manipur,2020,2,Thoubal,20186
Manipur,2020,2,Bishnupur,19027
Manipur,2020,2,Churachandpur,15469
Manipur,2020,2,Kangpokpi,12965
Manipur,2020,2,Kakching,9028
Manipur,2020,2,Ukhrul,6223
Manipur,2020,2,Tamenglong,5158
Manipur,2020,2,Chandel,4278
Manipur,2020,3,Imphal West,79723
Manipur,2020,3,Imphal East,51383
Manipur,2020,3,Thoubal,24183
Manipur,2020,3,Bishnupur,22965
Manipur,2020,3,Churachandpur,19501
Manipur,2020,3,Kangpokpi,15966
Manipur,2020,3,Kakching,10752
Manipur,2020,3,Ukhrul,7657
Manipur,2020,3,Tamenglong,6475
Manipur,2020,3,Chandel,5252
Manipur,2020,4,Imphal West,88777
Manipur,2020,4,Imphal East,57282
Manipur,2020,4,Thoubal,26858
Manipur,2020,4,Bishnupur,25629
Manipur,2020,4,Churachandpur,21960
Manipur,2020,4,Kangpokpi,17814
Manipur,2020,4,Kakching,11913
Manipur,2020,4,Ukhrul,8651
Manipur,2020,4,Tamenglong,7322
Manipur,2020,4,Chandel,5987
Manipur,2021,1,Imphal West,96101
Manipur,2021,1,Imphal East,62004
Manipur,2021,1,Thoubal,29072
Manipur,2021,1,Bishnupur,27615
Manipur,2021,1,Churachandpur,23827
Manipur,2021,1,Kangpokpi,19239
Manipur,2021,1,Kakching,12888
Manipur,2021,1,Ukhrul,9372
Manipur,2021,1,Tamenglong,7960
Manipur,2021,1,Chandel,6467
Manipur,2021,2,Imphal West,102833
Manipur,2021,2,Imphal East,66388
Manipur,2021,2,Thoubal,31139
Manipur,2021,2,Bishnupur,29671
Manipur,2021,2,Churachandpur,25573
Manipur,2021,2,Kangpokpi,20703
Manipur,2021,2,Kakching,13816
Manipur,2021,2,Ukhrul,10142
Manipur,2021,2,Tamenglong,8580
Manipur,2021,2,Chandel,6980
Manipur,2021,3,Imphal West,110506
Manipur,2021,3,Imphal East,71436
Manipur,2021,3,Thoubal,33478
Manipur,2021,3,Bishnupur,31996
Manipur,2021,3,Churachandpur,27600
Manipur,2021,3,Kangpokpi,22416
Manipur,2021,3,Kakching,14924
Manipur,2021,3,Ukhrul,11045
Manipur,2021,3,Tamenglong,9326
Manipur,2021,3,Chandel,7597
Manipur,2021,4,Imphal West,118056
Manipur,2021,4,Imphal East,76421
Manipur,2021,4,Thoubal,35832
Manipur,2021,4,Bishnupur,34316
Manipur,2021,4,Churachandpur,29651
Manipur,2021,4,Kangpokpi,24082
Manipur,2021,4,Kakching,15985
Manipur,2021,4,Ukhrul,11949
Manipur,2021,4,Tamenglong,10063
Manipur,2021,4,Chandel,8184
Manipur,2022,1,Imphal West,125131
Manipur,2022,1,Imphal East,81134
Manipur,2022,1,Thoubal,38088
Manipur,2022,1,Bishnupur,36514
Manipur,2022,1,Churachandpur,31533
Manipur,2022,1,Kangpokpi,25589
Manipur,2022,1,Kakching,17014
Manipur,2022,1,Ukhrul,12728
Manipur,2022,1,Tamenglong,10719
Manipur,2022,1,Chandel,8724
Manipur,2022,2,Imphal West,131901
Manipur,2022,2,Imphal East,85559
Manipur,2022,2,Thoubal,40196
Manipur,2022,2,Bishnupur,38512
Manipur,2022,2,Churachandpur,33293
Manipur,2022,2,Kangpokpi,27002
Manipur,2022,2,Kakching,18011
Manipur,2022,2,Ukhrul,13435
Manipur,2022,2,Tamenglong,11310
Manipur,2022,2,Chandel,9201
Manipur,2022,3,Imphal West,138892
Manipur,2022,3,Imphal East,90100
Manipur,2022,3,Thoubal,42321
Manipur,2022,3,Bishnupur,40486
Manipur,2022,3,Churachandpur,35081
Manipur,2022,3,Kangpokpi,28377
Manipur,2022,3,Kakching,18979
Manipur,2022,3,Ukhrul,14002
Manipur,2022,3,Tamenglong,11830
Manipur,2022,3,Chandel,9647
Manipur,2022,4,Imphal West,145422
Manipur,2022,4,Imphal East,94344
Manipur,2022,4,Thoubal,44264
Manipur,2022,4,Bishnupur,42189
Manipur,2022,4,Churachandpur,36722
Manipur,2022,4,Kangpokpi,29563
Manipur,2022,4,Kakching,19797
Manipur,2022,4,Ukhrul,14415
Manipur,2022,4,Tamenglong,12297
Manipur,2022,4,Chandel,9973
Manipur,2023,1,Imphal West,151777
Manipur,2023,1,Imphal East,98499
Manipur,2023,1,Thoubal,46248
Manipur,2023,1,Bishnupur,44031
Manipur,2023,1,Churachandpur,38361
Manipur,2023,1,Kangpokpi,30917
Manipur,2023,1,Kakching,20700
Manipur,2023,1,Ukhrul,15024
Manipur,2023,1,Tamenglong,12843
Manipur,2023,1,Chandel,10406
Manipur,2023,2,Imphal West,157911
Manipur,2023,2,Imphal East,102530
Manipur,2023,2,Thoubal,48169
Manipur,2023,2,Bishnupur,46010
Manipur,2023,2,Churachandpur,40043
Manipur,2023,2,Kangpokpi,32306
Manipur,2023,2,Kakching,21613
Manipur,2023,2,Ukhrul,15758
Manipur,2023,2,Tamenglong,13463
Manipur,2023,2,Chandel,10941
Manipur,2023,3,Imphal West,164350
Manipur,2023,3,Imphal East,106699
Manipur,2023,3,Thoubal,50179
Manipur,2023,3,Bishnupur,47895
Manipur,2023,3,Churachandpur,41799
Manipur,2023,3,Kangpokpi,33690
Manipur,2023,3,Kakching,22516
Manipur,2023,3,Ukhrul,16460
Manipur,2023,3,Tamenglong,14077
Manipur,2023,3,Chandel,11414
Manipur,2023,4,Imphal West,171021
Manipur,2023,4,Imphal East,111164
Manipur,2023,4,Thoubal,52303
Manipur,2023,4,Bishnupur,49929
Manipur,2023,4,Churachandpur,43539
Manipur,2023,4,Kangpokpi,35090
Manipur,2023,4,Kakching,23493
Manipur,2023,4,Ukhrul,17147
Manipur,2023,4,Tamenglong,14662
Manipur,2023,4,Chandel,11910
Manipur,2024,1,Imphal West,178251
Manipur,2024,1,Imphal East,115869
Manipur,2024,1,Thoubal,54656
Manipur,2024,1,Bishnupur,52163
Manipur,2024,1,Churachandpur,45497
Manipur,2024,1,Kangpokpi,36739
Manipur,2024,1,Kakching,24577
Manipur,2024,1,Ukhrul,18087
Manipur,2024,1,Tamenglong,15465
Manipur,2024,1,Chandel,12511
Meghalaya,2018,1,East Khasi Hills,9310
Meghalaya,2018,1,West Garo Hills,3671
Meghalaya,2018,1,Ribhoi,1891
Meghalaya,2018,1,East Jaintia Hills,1419
Meghalaya,2018,1,West Jaintia Hills,736
Meghalaya,2018,1,South Garo Hills,343
Meghalaya,2018,1,South West Garo Hills,299
Meghalaya,2018,1,West Khasi Hills,299
Meghalaya,2018,1,North Garo Hills,254
Meghalaya,2018,1,East Garo Hills,236
Meghalaya,2018,2,East Khasi Hills,12907
Meghalaya,2018,2,West Garo Hills,5289
Meghalaya,2018,2,Ribhoi,2869
Meghalaya,2018,2,East Jaintia Hills,2051
Meghalaya,2018,2,West Jaintia Hills,1023
Meghalaya,2018,2,South Garo Hills,530
Meghalaya,2018,2,South West Garo Hills,485
Meghalaya,2018,2,West Khasi Hills,472
Meghalaya,2018,2,North Garo Hills,445
Meghalaya,2018,2,East Garo Hills,437
Meghalaya,2018,3,East Khasi Hills,17543
Meghalaya,2018,3,West Garo Hills,7529
Meghalaya,2018,3,Ribhoi,3889
Meghalaya,2018,3,East Jaintia Hills,2886
Meghalaya,2018,3,West Jaintia Hills,1465
Meghalaya,2018,3,South Garo Hills,821
Meghalaya,2018,3,South West Garo Hills,810
Meghalaya,2018,3,North Garo Hills,737
Meghalaya,2018,3,West Khasi Hills,730
Meghalaya,2018,3,East Garo Hills,694
Meghalaya,2018,4,East Khasi Hills,22845
Meghalaya,2018,4,West Garo Hills,10445
Meghalaya,2018,4,Ribhoi,5207
Meghalaya,2018,4,East Jaintia Hills,3735
Meghalaya,2018,4,West Jaintia Hills,1861
Meghalaya,2018,4,South West Garo Hills,1115
Meghalaya,2018,4,North Garo Hills,1092
Meghalaya,2018,4,East Garo Hills,1067
Meghalaya,2018,4,South Garo Hills,1057
Meghalaya,2018,4,West Khasi Hills,957
Meghalaya,2019,1,East Khasi Hills,27937
Meghalaya,2019,1,West Garo Hills,12932
Meghalaya,2019,1,Ribhoi,6543
Meghalaya,2019,1,East Jaintia Hills,4643
Meghalaya,2019,1,West Jaintia Hills,2276
Meghalaya,2019,1,North Garo Hills,1482
Meghalaya,2019,1,South West Garo Hills,1434
Meghalaya,2019,1,East Garo Hills,1424
Meghalaya,2019,1,South Garo Hills,1296
Meghalaya,2019,1,West Khasi Hills,1191
Meghalaya,2019,2,East Khasi Hills,33377
Meghalaya,2019,2,West Garo Hills,15673
Meghalaya,2019,2,Ribhoi,7894
Meghalaya,2019,2,East Jaintia Hills,5580
Meghalaya,2019,2,West Jaintia Hills,2846
Meghalaya,2019,2,North Garo Hills,1965
Meghalaya,2019,2,South West Garo Hills,1902
Meghalaya,2019,2,East Garo Hills,1855
Meghalaya,2019,2,South Garo Hills,1640
Meghalaya,2019,2,West Khasi Hills,1566
Meghalaya,2019,3,East Khasi Hills,38761
Meghalaya,2019,3,West Garo Hills,18509
Meghalaya,2019,3,Ribhoi,9007
Meghalaya,2019,3,East Jaintia Hills,6371
Meghalaya,2019,3,West Jaintia Hills,3346
Meghalaya,2019,3,North Garo Hills,2403
Meghalaya,2019,3,East Garo Hills,2313
Meghalaya,2019,3,South West Garo Hills,2306
Meghalaya,2019,3,South Garo Hills,2020
Meghalaya,2019,3,West Khasi Hills,1838
Meghalaya,2019,4,East Khasi Hills,43484
Meghalaya,2019,4,West Garo Hills,21300
Meghalaya,2019,4,Ribhoi,10308
Meghalaya,2019,4,East Jaintia Hills,7343
Meghalaya,2019,4,West Jaintia Hills,3946
Meghalaya,2019,4,North Garo Hills,2871
Meghalaya,2019,4,East Garo Hills,2788
Meghalaya,2019,4,South West Garo Hills,2757
Meghalaya,2019,4,South Garo Hills,2434
Meghalaya,2019,4,West Khasi Hills,2180
Meghalaya,2020,1,East Khasi Hills,49251
Meghalaya,2020,1,West Garo Hills,24124
Meghalaya,2020,1,Ribhoi,11689
Meghalaya,2020,1,East Jaintia Hills,8368
Meghalaya,2020,1,West Jaintia Hills,4530
Meghalaya,2020,1,North Garo Hills,3311
Meghalaya,2020,1,East Garo Hills,3251
Meghalaya,2020,1,South West Garo Hills,3234
Meghalaya,2020,1,South Garo Hills,2810
Meghalaya,2020,1,West Khasi Hills,2522
Meghalaya,2020,2,East Khasi Hills,57322
Meghalaya,2020,2,West Garo Hills,29492
Meghalaya,2020,2,Ribhoi,13550
Meghalaya,2020,2,East Jaintia Hills,9695
Meghalaya,2020,2,West Jaintia Hills,5717
Meghalaya,2020,2,North Garo Hills,4318
Meghalaya,2020,2,South West Garo Hills,4266
Meghalaya,2020,2,East Garo Hills,4132
Meghalaya,2020,2,South Garo Hills,3590
Meghalaya,2020,2,West Khasi Hills,3195
Meghalaya,2020,3,East Khasi Hills,65268
Meghalaya,2020,3,West Garo Hills,34201
Meghalaya,2020,3,Ribhoi,15427
Meghalaya,2020,3,East Jaintia Hills,11084
Meghalaya,2020,3,West Jaintia Hills,6997
Meghalaya,2020,3,North Garo Hills,5242
Meghalaya,2020,3,South West Garo Hills,5082
Meghalaya,2020,3,East Garo Hills,5002
Meghalaya,2020,3,South Garo Hills,4370
Meghalaya,2020,3,West Khasi Hills,3899
Meghalaya,2020,4,East Khasi Hills,72639
Meghalaya,2020,4,West Garo Hills,37988
Meghalaya,2020,4,Ribhoi,17198
Meghalaya,2020,4,East Jaintia Hills,12337
Meghalaya,2020,4,West Jaintia Hills,7968
Meghalaya,2020,4,North Garo Hills,5914
Meghalaya,2020,4,East Garo Hills,5777
Meghalaya,2020,4,South West Garo Hills,5772
Meghalaya,2020,4,South Garo Hills,5006
Meghalaya,2020,4,West Khasi Hills,4484
Meghalaya,2021,1,East Khasi Hills,78429
Meghalaya,2021,1,West Garo Hills,40993
Meghalaya,2021,1,Ribhoi,18641
Meghalaya,2021,1,East Jaintia Hills,13460
Meghalaya,2021,1,West Jaintia Hills,8665
Meghalaya,2021,1,North Garo Hills,6392
Meghalaya,2021,1,South West Garo Hills,6276
Meghalaya,2021,1,East Garo Hills,6237
Meghalaya,2021,1,South Garo Hills,5439
Meghalaya,2021,1,West Khasi Hills,4858
Meghalaya,2021,2,East Khasi Hills,84124
Meghalaya,2021,2,West Garo Hills,44151
Meghalaya,2021,2,Ribhoi,20098
Meghalaya,2021,2,East Jaintia Hills,14530
Meghalaya,2021,2,West Jaintia Hills,9409
Meghalaya,2021,2,North Garo Hills,6951
Meghalaya,2021,2,South West Garo Hills,6835
Meghalaya,2021,2,East Garo Hills,6754
Meghalaya,2021,2,South Garo Hills,5922
Meghalaya,2021,2,West Khasi Hills,5296
Meghalaya,2021,3,East Khasi Hills,90505
Meghalaya,2021,3,West Garo Hills,47869
Meghalaya,2021,3,Ribhoi,21875
Meghalaya,2021,3,East Jaintia Hills,15847
Meghalaya,2021,3,West Jaintia Hills,10337
Meghalaya,2021,3,North Garo Hills,7584
Meghalaya,2021,3,South West Garo Hills,7531
Meghalaya,2021,3,East Garo Hills,7389
Meghalaya,2021,3,South Garo Hills,6442
Meghalaya,2021,3,West Khasi Hills,5884
Meghalaya,2021,4,East Khasi Hills,96942
Meghalaya,2021,4,West Garo Hills,51617
Meghalaya,2021,4,Ribhoi,23562
Meghalaya,2021,4,East Jaintia Hills,17115
Meghalaya,2021,4,West Jaintia Hills,11189
Meghalaya,2021,4,North Garo Hills,8212
Meghalaya,2021,4,South West Garo Hills,8197
Meghalaya,2021,4,East Garo Hills,8015
Meghalaya,2021,4,South Garo Hills,7005
Meghalaya,2021,4,West Khasi Hills,6428
Meghalaya,2022,1,East Khasi Hills,102838
Meghalaya,2022,1,West Garo Hills,55028
Meghalaya,2022,1,Ribhoi,25112
Meghalaya,2022,1,East Jaintia Hills,18301
Meghalaya,2022,1,West Jaintia Hills,11952
Meghalaya,2022,1,North Garo Hills,8795
Meghalaya,2022,1,South West Garo Hills,8758
Meghalaya,2022,1,East Garo Hills,8578
Meghalaya,2022,1,South Garo Hills,7508
Meghalaya,2022,1,West Khasi Hills,6839
Meghalaya,2022,2,East Khasi Hills,108330
Meghalaya,2022,2,West Garo Hills,58178
Meghalaya,2022,2,Ribhoi,26541
Meghalaya,2022,2,East Jaintia Hills,19314
Meghalaya,2022,2,West Jaintia Hills,12593
Meghalaya,2022,2,North Garo Hills,9312
Meghalaya,2022,2,South West Garo Hills,9266
Meghalaya,2022,2,East Garo Hills,9052
Meghalaya,2022,2,South Garo Hills,7922
Meghalaya,2022,2,West Khasi Hills,7196
Meghalaya,2022,3,East Khasi Hills,113816
Meghalaya,2022,3,West Garo Hills,61273
Meghalaya,2022,3,Ribhoi,27844
Meghalaya,2022,3,East Jaintia Hills,20320
Meghalaya,2022,3,West Jaintia Hills,13176
Meghalaya,2022,3,North Garo Hills,9773
Meghalaya,2022,3,South West Garo Hills,9735
Meghalaya,2022,3,East Garo Hills,9484
Meghalaya,2022,3,South Garo Hills,8265
Meghalaya,2022,3,West Khasi Hills,7493
Meghalaya,2022,4,East Khasi Hills,118978
Meghalaya,2022,4,West Garo Hills,63792
Meghalaya,2022,4,Ribhoi,29041
Meghalaya,2022,4,East Jaintia Hills,21201
Meghalaya,2022,4,West Jaintia Hills,13633
Meghalaya,2022,4,North Garo Hills,10145
Meghalaya,2022,4,South West Garo Hills,10062
Meghalaya,2022,4,East Garo Hills,9846
Meghalaya,2022,4,South Garo Hills,8553
Meghalaya,2022,4,West Khasi Hills,7705
Meghalaya,2023,1,East Khasi Hills,124181
Meghalaya,2023,1,West Garo Hills,66808
Meghalaya,2023,1,Ribhoi,30369
Meghalaya,2023,1,East Jaintia Hills,22122
Meghalaya,2023,1,West Jaintia Hills,14218
Meghalaya,2023,1,North Garo Hills,10580
Meghalaya,2023,1,South West Garo Hills,10504
Meghalaya,2023,1,East Garo Hills,10235
Meghalaya,2023,1,South Garo Hills,8897
Meghalaya,2023,1,West Khasi Hills,7981
Meghalaya,2023,2,East Khasi Hills,129260
Meghalaya,2023,2,West Garo Hills,69925
Meghalaya,2023,2,Ribhoi,31744
Meghalaya,2023,2,East Jaintia Hills,23231
Meghalaya,2023,2,West Jaintia Hills,14912
Meghalaya,2023,2,North Garo Hills,11135
Meghalaya,2023,2,South West Garo Hills,11073
Meghalaya,2023,2,East Garo Hills,10727
Meghalaya,2023,2,South Garo Hills,9386
Meghalaya,2023,2,West Khasi Hills,8423
Meghalaya,2023,3,East Khasi Hills,134378
Meghalaya,2023,3,West Garo Hills,73025
Meghalaya,2023,3,Ribhoi,33175
Meghalaya,2023,3,East Jaintia Hills,24260
Meghalaya,2023,3,West Jaintia Hills,15633
Meghalaya,2023,3,South West Garo Hills,11626
Meghalaya,2023,3,North Garo Hills,11624
Meghalaya,2023,3,East Garo Hills,11212
Meghalaya,2023,3,South Garo Hills,9809
Meghalaya,2023,3,West Khasi Hills,8831
Meghalaya,2023,4,East Khasi Hills,139387
Meghalaya,2023,4,West Garo Hills,75911
Meghalaya,2023,4,Ribhoi,34488
Meghalaya,2023,4,East Jaintia Hills,25185
Meghalaya,2023,4,West Jaintia Hills,16280
Meghalaya,2023,4,South West Garo Hills,12113
Meghalaya,2023,4,North Garo Hills,12086
Meghalaya,2023,4,East Garo Hills,11648
Meghalaya,2023,4,South Garo Hills,10230
Meghalaya,2023,4,West Khasi Hills,9182
Meghalaya,2024,1,East Khasi Hills,145281
Meghalaya,2024,1,West Garo Hills,79443
Meghalaya,2024,1,Ribhoi,36099
Meghalaya,2024,1,East Jaintia Hills,26338
Meghalaya,2024,1,West Jaintia Hills,17113
Meghalaya,2024,1,South West Garo Hills,12769
Meghalaya,2024,1,North Garo Hills,12685
Meghalaya,2024,1,East Garo Hills,12249
Meghalaya,2024,1,South Garo Hills,10792
Meghalaya,2024,1,West Khasi Hills,9685
Mizoram,2018,1,Aizawl,4550
Mizoram,2018,1,Lunglei,879
Mizoram,2018,1,Kolasib,486
Mizoram,2018,1,Lawngtlai,474
Mizoram,2018,1,Champhai,358
Mizoram,2018,1,Mamit,316
Mizoram,2018,1,Serchhip,299
Mizoram,2018,1,Saiha,231
Mizoram,2018,2,Aizawl,6211
Mizoram,2018,2,Lunglei,1241
Mizoram,2018,2,Kolasib,692
Mizoram,2018,2,Lawngtlai,607
Mizoram,2018,2,Champhai,501
Mizoram,2018,2,Serchhip,440
Mizoram,2018,2,Mamit,435
Mizoram,2018,2,Saiha,295
Mizoram,2018,3,Aizawl,8460
Mizoram,2018,3,Lunglei,1751
Mizoram,2018,3,Kolasib,1012
Mizoram,2018,3,Lawngtlai,922
Mizoram,2018,3,Champhai,729
Mizoram,2018,3,Serchhip,633
Mizoram,2018,3,Mamit,599
Mizoram,2018,3,Saiha,396
Mizoram,2018,4,Aizawl,11131
Mizoram,2018,4,Lunglei,2391
Mizoram,2018,4,Kolasib,1393
Mizoram,2018,4,Lawngtlai,1254
Mizoram,2018,4,Champhai,1001
Mizoram,2018,4,Serchhip,857
Mizoram,2018,4,Mamit,835
Mizoram,2018,4,Saiha,503
Mizoram,2019,1,Aizawl,13422
Mizoram,2019,1,Lunglei,2910
Mizoram,2019,1,Kolasib,1730
Mizoram,2019,1,Lawngtlai,1648
Mizoram,2019,1,Champhai,1179
Mizoram,2019,1,Mamit,1096
Mizoram,2019,1,Serchhip,1047
Mizoram,2019,1,Saiha,638
Mizoram,2019,2,Aizawl,15934
Mizoram,2019,2,Lunglei,3575
Mizoram,2019,2,Lawngtlai,2133
Mizoram,2019,2,Kolasib,2120
Mizoram,2019,2,Champhai,1429
Mizoram,2019,2,Mamit,1428
Mizoram,2019,2,Serchhip,1295
Mizoram,2019,2,Saiha,782
Mizoram,2019,3,Aizawl,18992
Mizoram,2019,3,Lunglei,4197
Mizoram,2019,3,Lawngtlai,2647
Mizoram,2019,3,Kolasib,2497
Mizoram,2019,3,Champhai,1733
Mizoram,2019,3,Mamit,1655
Mizoram,2019,3,Serchhip,1512
Mizoram,2019,3,Saiha,901
Mizoram,2019,4,Aizawl,21865
Mizoram,2019,4,Lunglei,4926
Mizoram,2019,4,Lawngtlai,3255
Mizoram,2019,4,Kolasib,2929
Mizoram,2019,4,Champhai,2067
Mizoram,2019,4,Mamit,1996
Mizoram,2019,4,Serchhip,1735
Mizoram,2019,4,Saiha,1036
Mizoram,2020,1,Aizawl,25253
Mizoram,2020,1,Lunglei,5778
Mizoram,2020,1,Lawngtlai,3996
Mizoram,2020,1,Kolasib,3360
Mizoram,2020,1,Champhai,2448
Mizoram,2020,1,Mamit,2379
Mizoram,2020,1,Serchhip,1992
Mizoram,2020,1,Saiha,1293
Mizoram,2020,2,Aizawl,29637
Mizoram,2020,2,Lunglei,7006
Mizoram,2020,2,Lawngtlai,4977
Mizoram,2020,2,Kolasib,4022
Mizoram,2020,2,Champhai,3052
Mizoram,2020,2,Mamit,2911
Mizoram,2020,2,Serchhip,2379
Mizoram,2020,2,Saiha,1590
Mizoram,2020,3,Aizawl,36225
Mizoram,2020,3,Lunglei,8442
Mizoram,2020,3,Lawngtlai,6412
Mizoram,2020,3,Kolasib,4923
Mizoram,2020,3,Champhai,3883
Mizoram,2020,3,Mamit,3597
Mizoram,2020,3,Serchhip,2871
Mizoram,2020,3,Saiha,1962
Mizoram,2020,4,Aizawl,41500
Mizoram,2020,4,Lunglei,9794
Mizoram,2020,4,Lawngtlai,7618
Mizoram,2020,4,Kolasib,5599
Mizoram,2020,4,Champhai,4550
Mizoram,2020,4,Mamit,4083
Mizoram,2020,4,Serchhip,3313
Mizoram,2020,4,Saiha,2274
Mizoram,2021,1,Aizawl,45103
Mizoram,2021,1,Lunglei,10638
Mizoram,2021,1,Lawngtlai,8386
Mizoram,2021,1,Kolasib,6120
Mizoram,2021,1,Champhai,4968
Mizoram,2021,1,Mamit,4467
Mizoram,2021,1,Serchhip,3582
Mizoram,2021,1,Saiha,2486
Mizoram,2021,2,Aizawl,48525
Mizoram,2021,2,Lunglei,11491
Mizoram,2021,2,Lawngtlai,9096
Mizoram,2021,2,Kolasib,6624
Mizoram,2021,2,Champhai,5366
Mizoram,2021,2,Mamit,4882
Mizoram,2021,2,Serchhip,3884
Mizoram,2021,2,Saiha,2684
Mizoram,2021,3,Aizawl,52313
Mizoram,2021,3,Lunglei,12614
Mizoram,2021,3,Lawngtlai,9954
Mizoram,2021,3,Kolasib,7229
Mizoram,2021,3,Champhai,5935
Mizoram,2021,3,Mamit,5392
Mizoram,2021,3,Serchhip,4255
Mizoram,2021,3,Saiha,2955
Mizoram,2021,4,Aizawl,56005
Mizoram,2021,4,Lunglei,13668
Mizoram,2021,4,Lawngtlai,10738
Mizoram,2021,4,Kolasib,7850
Mizoram,2021,4,Champhai,6447
Mizoram,2021,4,Mamit,5887
Mizoram,2021,4,Serchhip,4614
Mizoram,2021,4,Saiha,3196
Mizoram,2022,1,Aizawl,59433
Mizoram,2022,1,Lunglei,14538
Mizoram,2022,1,Lawngtlai,11459
Mizoram,2022,1,Kolasib,8375
Mizoram,2022,1,Champhai,6875
Mizoram,2022,1,Mamit,6299
Mizoram,2022,1,Serchhip,4906
Mizoram,2022,1,Saiha,3410
Mizoram,2022,2,Aizawl,62605
Mizoram,2022,2,Lunglei,15302
Mizoram,2022,2,Lawngtlai,12114
Mizoram,2022,2,Kolasib,8872
Mizoram,2022,2,Champhai,7233
Mizoram,2022,2,Mamit,6641
Mizoram,2022,2,Serchhip,5170
Mizoram,2022,2,Saiha,3598
Mizoram,2022,3,Aizawl,65940
Mizoram,2022,3,Lunglei,16062
Mizoram,2022,3,Lawngtlai,12771
Mizoram,2022,3,Kolasib,9300
Mizoram,2022,3,Champhai,7576
Mizoram,2022,3,Mamit,6931
Mizoram,2022,3,Serchhip,5390
Mizoram,2022,3,Saiha,3765
Mizoram,2022,4,Aizawl,68925
Mizoram,2022,4,Lunglei,16676
Mizoram,2022,4,Lawngtlai,13303
Mizoram,2022,4,Kolasib,9602
Mizoram,2022,4,Champhai,7814
Mizoram,2022,4,Mamit,7086
Mizoram,2022,4,Serchhip,5551
Mizoram,2022,4,Saiha,3913
Mizoram,2023,1,Aizawl,71979
Mizoram,2023,1,Lunglei,17393
Mizoram,2023,1,Lawngtlai,13917
Mizoram,2023,1,Kolasib,10051
Mizoram,2023,1,Champhai,8148
Mizoram,2023,1,Mamit,7399
Mizoram,2023,1,Serchhip,5783
Mizoram,2023,1,Saiha,4081
Mizoram,2023,2,Aizawl,74977
